tr_loop.thisRepN,tr_loop.thisTrialN,tr_loop.thisN,tr_loop.thisIndex,Prep.started,Stance.started,Swing.started,Hit.started,Miss.started,End.started,Prep.numClicks,Prep.timesOn,Prep.timesOff,Stance.numClicks,Stance.timesOn,Stance.timesOff,Swing.numClicks,Swing.timesOn,Swing.timesOff,Hit.numClicks,Hit.timesOn,Hit.timesOff,Miss.numClicks,Miss.timesOn,Miss.timesOff,End.numClicks,End.timesOn,End.timesOff,participant,session,date,expName,psychopyVersion,frameRate,PrepTime,StanceTime,SwingTime,EvType,
0,0,0,0,14.519015999976546,14.519015999976546,14.519015999976546,14.519015999976546,14.519015999976546,14.519015999976546,1,[1.383370700001251],[1.5985673000104725],1,[2.4827247000066563],[2.698520300036762],1,[3.4667026000097394],[3.6820380000281148],1,[4.382796100049745],[4.38279900001362],0,,,0,,,165313,001,2022-07-27_08h20.18.646,Keys,2022.2.2,60.121192305394516,1658902825,1658902826,1658902827,Hit,
,,,,18.893144799978472,18.893144799978472,18.893144799978472,18.893144799978472,18.893144799978472,18.893144799978472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
